room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
8282650,43673173,Entire home/apt,Antwerpen,Antwerpen,15,5.0,2,1.0,96.0,,51.212663,4.416173,2016-12-31 06:13:56.414360
16024097,104228982,Entire home/apt,Antwerpen,Antwerpen,1,0.0,2,1.0,87.0,,51.209976,4.406288,2016-12-31 06:13:56.411375
5074616,26204741,Entire home/apt,Antwerpen,Antwerpen,26,5.0,3,2.0,102.0,,51.231094,4.418834,2016-12-31 06:13:54.642343
10829211,6068286,Entire home/apt,Antwerpen,Antwerpen,18,5.0,2,1.0,91.0,,51.222669,4.404166,2016-12-31 06:13:53.154806
13609780,22183328,Entire home/apt,Turnhout,Turnhout,4,5.0,4,0.0,87.0,,51.336195,4.944615,2016-12-31 06:13:53.145223
5566637,6568694,Entire home/apt,Antwerpen,Antwerpen,24,4.0,4,1.0,101.0,,51.212306,4.42523,2016-12-31 06:13:53.142264
5923301,15950315,Entire home/apt,Antwerpen,Antwerpen,97,5.0,6,3.0,97.0,,51.210229,4.415122,2016-12-31 06:13:52.009212
13971962,67860075,Entire home/apt,Antwerpen,Antwerpen,19,4.5,4,2.0,102.0,,51.206634,4.430046,2016-12-31 06:13:51.995589
7485876,39207119,Entire home/apt,Antwerpen,Antwerpen,17,4.5,2,1.0,94.0,,51.221356,4.403632,2016-12-31 06:13:51.988027
8966815,5395344,Entire home/apt,Antwerpen,Antwerpen,23,5.0,2,1.0,92.0,,51.215838,4.427406,2016-12-31 06:13:51.980690
15045953,49595122,Entire home/apt,Turnhout,Herentals,3,5.0,4,2.0,87.0,,51.169001,4.836753,2016-12-31 06:13:50.636424
4266469,22147669,Entire home/apt,Antwerpen,Antwerpen,129,5.0,2,1.0,92.0,,51.216734,4.400696,2016-12-31 06:13:50.617143
9972494,51244442,Entire home/apt,Tongeren,Kortessem,2,0.0,5,1.0,97.0,,50.862913,5.424109,2016-12-31 06:13:49.193186
4964784,9923180,Entire home/apt,Hasselt,Hasselt,44,5.0,2,1.0,84.0,,50.931882,5.329624,2016-12-31 06:13:49.191005
9021211,29061194,Entire home/apt,Tongeren,Bilzen,12,4.0,3,1.0,89.0,,50.8677,5.500254,2016-12-31 06:13:49.188279
13094783,67699820,Entire home/apt,Hasselt,Hasselt,12,4.0,4,1.0,85.0,,50.931772,5.344343,2016-12-31 06:13:45.216868
9781843,10763635,Entire home/apt,Hasselt,Hasselt,2,0.0,2,1.0,102.0,,50.936898,5.338005,2016-12-31 06:13:45.188596
10977231,45420683,Entire home/apt,Hasselt,Hasselt,6,4.5,2,2.0,85.0,,50.934545,5.341295,2016-12-31 06:13:44.249498
10305224,37902182,Entire home/apt,Tongeren,Maasmechelen,1,0.0,2,1.0,87.0,,50.953996,5.662712,2016-12-31 06:13:44.215295
13512235,65758254,Entire home/apt,Maaseik,Lommel,0,0.0,2,1.0,102.0,,51.242269,5.380683,2016-12-31 06:13:43.134819
13663317,79226751,Entire home/apt,Brussel,Brussel,2,0.0,6,1.0,95.0,,50.847376,4.353271,2016-12-31 06:16:08.811887
6761528,16942762,Entire home/apt,Brussel,Ukkel,23,4.5,5,2.0,102.0,,50.813185,4.36127,2016-12-31 06:16:08.803740
4277206,22205134,Entire home/apt,Brussel,Vorst,17,4.5,6,4.0,89.0,,50.816685,4.323346,2016-12-31 06:16:07.177973
6935692,36362312,Entire home/apt,Brussel,Watermaal-Bosvoorde,5,5.0,8,4.0,92.0,,50.7995,4.3951,2016-12-31 06:16:07.174898
5307491,27490586,Entire home/apt,Brussel,Sint-Gillis,133,4.5,5,2.0,87.0,,50.839564,4.336775,2016-12-31 06:16:07.165404
13663322,79226751,Entire home/apt,Brussel,Brussel,3,4.5,6,1.0,103.0,,50.847648,4.352196,2016-12-31 06:16:07.161308
15595859,19293722,Entire home/apt,Halle-Vilvoorde,Beersel,0,0.0,6,2.0,97.0,,50.753677,4.279905,2016-12-31 06:16:05.740873
13948727,12924415,Entire home/apt,Brussel,Sint-Gillis,3,5.0,4,2.0,102.0,,50.832222,4.340093,2016-12-31 06:16:05.734502
2471824,12641112,Entire home/apt,Brussel,Brussel,45,4.5,4,2.0,92.0,,50.843791,4.345525,2016-12-31 06:16:04.162342
15076090,78792860,Entire home/apt,Brussel,Elsene,0,0.0,2,0.0,87.0,,50.814325,4.390529,2016-12-31 06:16:04.142601
15046693,95084430,Entire home/apt,Brussel,Brussel,3,5.0,4,2.0,87.0,,50.834408,4.35283,2016-12-31 06:16:04.135317
15269147,6565043,Entire home/apt,Brussel,Brussel,15,5.0,2,1.0,96.0,,50.846634,4.34952,2016-12-31 06:16:02.880715
838973,4382746,Entire home/apt,Brussel,Brussel,36,5.0,2,1.0,102.0,,50.843189,4.347893,2016-12-31 06:16:01.554299
8281296,8547260,Entire home/apt,Brussel,Elsene,26,5.0,2,1.0,92.0,,50.827107,4.366503,2016-12-31 06:16:01.547414
346290,1741026,Entire home/apt,Brussel,Brussel,269,5.0,4,1.0,97.0,,50.844589,4.347611,2016-12-31 06:16:01.535585
14162468,3170793,Entire home/apt,Brussel,Sint-Gillis,5,4.5,6,3.0,92.0,,50.830853,4.355028,2016-12-31 06:16:01.531039
2504227,12819677,Entire home/apt,Brussel,Sint-Gillis,41,5.0,2,1.0,97.0,,50.82915,4.353338,2016-12-31 06:15:59.882886
13807467,36467734,Entire home/apt,Brussel,Brussel,3,5.0,5,1.0,96.0,,50.85516,4.345695,2016-12-31 06:15:59.873324
1811469,9490713,Entire home/apt,Brussel,Brussel,33,5.0,4,2.0,96.0,,50.838138,4.353149,2016-12-31 06:15:58.653556
2859082,14618362,Entire home/apt,Nivelles,Waterloo,1,0.0,2,1.0,102.0,,50.702705,4.430442,2016-12-31 06:15:55.663624
5908640,30687968,Entire home/apt,Nivelles,Lasne,2,0.0,4,2.0,97.0,,50.695526,4.525155,2016-12-31 06:15:55.659429
9706757,6791301,Entire home/apt,Brussel,Oudergem,0,0.0,6,3.0,97.0,,50.817553,4.431885,2016-12-31 06:15:54.507155
1391386,7522695,Entire home/apt,Mechelen,Mechelen,6,4.5,5,2.0,102.0,,51.033733,4.477527,2016-12-31 06:15:54.502727
2596112,13275160,Entire home/apt,Leuven,Oud-Heverlee,1,0.0,6,4.0,87.0,,50.835301,4.661794,2016-12-31 06:15:54.496358
12295121,27485024,Entire home/apt,Leuven,Leuven,1,0.0,4,1.0,87.0,,50.859408,4.731637,2016-12-31 06:15:54.491577
11139035,57887372,Entire home/apt,Leuven,Leuven,9,5.0,2,2.0,87.0,,50.912218,4.727798,2016-12-31 06:15:54.486631
12663774,3835294,Entire home/apt,Nivelles,Rixensart,0,0.0,2,1.0,87.0,,50.728287,4.52931,2016-12-31 06:15:54.480918
14286875,57619720,Entire home/apt,Brussel,Oudergem,0,0.0,4,2.0,89.0,,50.820367,4.429961,2016-12-31 06:15:54.478761
6828529,13914057,Entire home/apt,Brussel,Watermaal-Bosvoorde,0,0.0,6,3.0,102.0,,50.804955,4.421082,2016-12-31 06:15:54.476431
6176484,32041105,Entire home/apt,Leuven,Leuven,17,4.5,6,3.0,87.0,,50.842655,4.712063,2016-12-31 06:15:54.471201
12077753,34119255,Entire home/apt,Halle-Vilvoorde,Zaventem,1,0.0,5,2.0,102.0,,50.890363,4.470479,2016-12-31 06:15:53.092446
7640722,28381897,Entire home/apt,Leuven,Leuven,14,4.5,2,0.0,92.0,,50.877061,4.697237,2016-12-31 06:15:53.090026
10900055,56051065,Entire home/apt,Nivelles,Wavre,0,0.0,8,4.0,92.0,,50.708566,4.594076,2016-12-31 06:15:53.087815
4694291,24042347,Entire home/apt,Brussel,Sint-Lambrechts-Woluwe,7,4.0,2,0.0,87.0,,50.854044,4.431871,2016-12-31 06:15:53.085397
5450695,28271871,Entire home/apt,Halle-Vilvoorde,Kraainem,3,4.5,4,2.0,87.0,,50.829466,4.461403,2016-12-31 06:15:53.081226
160527,767431,Entire home/apt,Mechelen,Mechelen,37,4.5,2,1.0,102.0,,51.025854,4.470947,2016-12-31 06:15:53.077350
15001889,93826558,Entire home/apt,Nivelles,Rixensart,0,0.0,2,1.0,87.0,,50.722173,4.494391,2016-12-31 06:15:53.075187
8123827,1745015,Entire home/apt,Halle-Vilvoorde,Overijse,0,0.0,5,3.0,87.0,,50.73485,4.494424,2016-12-31 06:15:53.072867
7721438,40566466,Entire home/apt,Halle-Vilvoorde,Overijse,7,4.5,2,1.0,92.0,,50.736726,4.521114,2016-12-31 06:15:53.070438
11236621,19260808,Entire home/apt,Brussel,Oudergem,0,0.0,2,0.0,102.0,,50.817811,4.424652,2016-12-31 06:15:53.067039
14848254,32571824,Entire home/apt,Nivelles,Rixensart,0,0.0,2,1.0,90.0,,50.713072,4.544636,2016-12-31 06:15:53.063212
4689739,19693460,Entire home/apt,Nivelles,Chaumont-Gistoux,3,4.5,5,2.0,87.0,,50.703506,4.677777,2016-12-31 06:15:53.061013
12961156,18100809,Entire home/apt,Brussel,Sint-Pieters-Woluwe,0,0.0,2,1.0,87.0,,50.837116,4.420967,2016-12-31 06:15:53.055411
1911229,9915769,Entire home/apt,Mechelen,Bornem,2,0.0,3,1.0,87.0,,51.089907,4.185253,2016-12-31 06:15:49.148638
5789730,30038566,Entire home/apt,Antwerpen,Antwerpen,18,4.5,4,1.0,85.0,,51.196121,4.461669,2016-12-31 06:15:49.139927
15428335,58816246,Entire home/apt,Antwerpen,Antwerpen,7,5.0,4,1.0,87.0,,51.195456,4.417211,2016-12-31 06:15:49.132253
2059774,8689159,Entire home/apt,Antwerpen,Antwerpen,2,0.0,4,1.0,92.0,,51.19714,4.417223,2016-12-31 06:15:49.124883
3207291,16250048,Entire home/apt,Antwerpen,Antwerpen,42,5.0,4,1.0,94.0,,51.206801,4.418534,2016-12-31 06:15:49.120850
1324202,7187753,Entire home/apt,Antwerpen,Antwerpen,0,0.0,2,1.0,92.0,,51.203153,4.41179,2016-12-31 06:15:47.493272
6396502,33352727,Entire home/apt,Antwerpen,Antwerpen,5,5.0,2,1.0,100.0,,51.201438,4.396874,2016-12-31 06:15:47.490911
14861352,18106299,Entire home/apt,Antwerpen,Antwerpen,0,0.0,3,2.0,87.0,,51.211209,4.407632,2016-12-31 06:15:47.487898
639554,3193133,Entire home/apt,Antwerpen,Antwerpen,64,4.5,2,1.0,85.0,,51.222845,4.416247,2016-12-31 06:15:47.483115
5879138,30529416,Entire home/apt,Antwerpen,Antwerpen,0,0.0,4,2.0,96.0,,51.21478,4.406361,2016-12-31 06:15:47.480482
3425304,4134544,Entire home/apt,Antwerpen,Antwerpen,5,5.0,2,1.0,87.0,,51.211181,4.399128,2016-12-31 06:15:47.476822
10205054,15922747,Entire home/apt,Antwerpen,Antwerpen,10,4.5,4,1.0,102.0,,51.217724,4.404938,2016-12-31 06:15:47.473155
5834757,10775550,Entire home/apt,Antwerpen,Antwerpen,30,5.0,2,1.0,96.0,,51.228574,4.415218,2016-12-31 06:15:47.470887
15154995,8907223,Entire home/apt,Antwerpen,Antwerpen,7,4.5,2,0.0,97.0,,51.20851,4.398214,2016-12-31 06:15:47.458203
12925841,48257677,Entire home/apt,Sint-Niklaas,Kruibeke,4,5.0,4,2.0,92.0,,51.146288,4.302012,2016-12-31 06:15:47.448263
12177134,8181928,Entire home/apt,Sint-Niklaas,Temse,2,0.0,4,1.0,87.0,,51.112733,4.180353,2016-12-31 06:15:47.444383
11445553,60170301,Entire home/apt,Antwerpen,Antwerpen,0,0.0,4,2.0,102.0,,51.208967,4.404883,2016-12-31 06:15:47.440290
736645,529276,Entire home/apt,Antwerpen,Antwerpen,2,0.0,2,0.0,89.0,,51.210663,4.396071,2016-12-31 06:15:46.421951
1172376,6068286,Entire home/apt,Antwerpen,Antwerpen,14,4.5,2,1.0,88.0,,51.210261,4.401382,2016-12-31 06:15:46.415913
14784405,3324710,Entire home/apt,Antwerpen,Antwerpen,0,0.0,4,1.0,97.0,,51.218345,4.396166,2016-12-31 06:15:46.407240
736632,529276,Entire home/apt,Antwerpen,Antwerpen,1,0.0,2,1.0,89.0,,51.21097,4.398128,2016-12-31 06:15:46.393734
4599957,529276,Entire home/apt,Antwerpen,Antwerpen,1,0.0,2,0.0,100.0,,51.2098,4.398068,2016-12-31 06:15:45.183179
12958256,53437957,Entire home/apt,Antwerpen,Antwerpen,0,0.0,2,1.0,87.0,,51.219038,4.413906,2016-12-31 06:15:45.176314
7297304,28493855,Entire home/apt,Dendermonde,Zele,2,0.0,4,3.0,102.0,,51.068143,4.019038,2016-12-31 06:15:44.255807
1266888,1718830,Entire home/apt,Antwerpen,Antwerpen,45,5.0,4,2.0,97.0,,51.222897,4.418404,2016-12-31 06:15:42.965316
13903340,82427836,Entire home/apt,Antwerpen,Antwerpen,0,0.0,2,1.0,97.0,,51.218406,4.399719,2016-12-31 06:15:41.564395
14492569,48070975,Entire home/apt,Antwerpen,Antwerpen,0,0.0,2,1.0,102.0,,51.216407,4.409345,2016-12-31 06:15:41.557232
5574536,28902892,Entire home/apt,Antwerpen,Antwerpen,45,5.0,2,1.0,92.0,,51.220189,4.400001,2016-12-31 06:15:41.537977
12238423,65855928,Entire home/apt,Antwerpen,Antwerpen,20,5.0,4,1.0,85.0,,51.20899,4.411226,2016-12-31 06:15:40.607237
13138905,3692129,Entire home/apt,Antwerpen,Antwerpen,0,0.0,2,1.0,97.0,,51.233503,4.403673,2016-12-31 06:15:40.599572
1405414,4870468,Entire home/apt,Antwerpen,Antwerpen,68,4.5,4,2.0,97.0,,51.213883,4.415734,2016-12-31 06:15:40.592021
8024200,40374339,Entire home/apt,Antwerpen,Antwerpen,2,0.0,2,0.0,92.0,,51.212125,4.407896,2016-12-31 06:15:40.579555
3518676,17717089,Entire home/apt,Antwerpen,Antwerpen,29,4.5,5,2.0,99.0,,51.22392,4.402376,2016-12-31 06:15:39.206589
14101130,84881448,Entire home/apt,Antwerpen,Antwerpen,0,0.0,2,1.0,87.0,,51.181073,4.424211,2016-12-31 06:15:36.736435
6511312,7427363,Entire home/apt,Antwerpen,Mortsel,1,0.0,5,2.0,103.0,,51.167936,4.453251,2016-12-31 06:15:36.731823
3947370,20458036,Entire home/apt,Antwerpen,Antwerpen,0,0.0,2,1.0,102.0,,51.220223,4.452213,2016-12-31 06:15:35.461536
12639379,20368461,Entire home/apt,Antwerpen,Antwerpen,1,0.0,2,1.0,85.0,,51.205641,4.431327,2016-12-31 06:15:35.450409
8521563,44400834,Entire home/apt,Antwerpen,Hove,3,4.5,5,3.0,92.0,,51.152373,4.467057,2016-12-31 06:15:35.447739
11841816,63094776,Entire home/apt,Antwerpen,Antwerpen,0,0.0,2,1.0,102.0,,51.197188,4.446524,2016-12-31 06:15:35.441712
11614954,61497828,Entire home/apt,Mechelen,Nijlen,0,0.0,2,1.0,99.0,,51.155537,4.669623,2016-12-31 06:15:35.435058
16411474,107537670,Entire home/apt,Antwerpen,Antwerpen,0,0.0,2,1.0,85.0,,51.221361,4.419131,2016-12-31 06:15:33.973368
5083787,508039,Entire home/apt,Antwerpen,Antwerpen,7,5.0,4,2.0,92.0,,51.218182,4.431564,2016-12-31 06:15:32.812756
16528070,24721163,Entire home/apt,Brussel,Ukkel,0,0.0,2,1.0,97.0,,50.806996,4.347274,2016-12-31 06:15:31.402774
16266910,106379402,Entire home/apt,Brussel,Brussel,0,0.0,4,1.0,87.0,,50.86394,4.352745,2016-12-31 06:15:31.390929
16494142,59131078,Entire home/apt,Brussel,Brussel,0,0.0,6,2.0,92.0,,50.849943,4.353805,2016-12-31 06:15:31.387014
8853612,27447276,Entire home/apt,Antwerpen,Antwerpen,41,5.0,2,1.0,92.0,,51.216966,4.425417,2016-12-31 06:15:31.384824
897906,3165275,Entire home/apt,Brussel,Sint-Jans-Molenbeek,100,5.0,4,2.0,85.0,,50.854922,4.34021,2016-12-31 06:15:31.378300
13747762,80520419,Entire home/apt,Brussel,Schaarbeek,0,0.0,6,2.0,102.0,,50.85887,4.377654,2016-12-31 06:15:31.374435
8363097,7040070,Entire home/apt,Brussel,Sint-Gillis,1,0.0,6,3.0,97.0,,50.824946,4.340143,2016-12-31 06:15:31.371795
293387,1518029,Entire home/apt,Leuven,Leuven,38,5.0,2,1.0,85.0,,50.877061,4.690028,2016-12-31 06:15:29.924200
8698898,45668299,Entire home/apt,Antwerpen,Antwerpen,37,4.0,5,2.0,102.0,,51.214414,4.424116,2016-12-31 06:15:29.921482
15609853,5997408,Entire home/apt,Brussel,Brussel,0,0.0,4,1.0,87.0,,50.844628,4.343139,2016-12-31 06:15:29.918703
16218177,41161396,Entire home/apt,Brussel,Brussel,0,0.0,2,1.0,92.0,,50.853818,4.357974,2016-12-31 06:15:29.916362
13850272,12945324,Entire home/apt,Leuven,Tervuren,2,0.0,6,4.0,87.0,,50.853386,4.537402,2016-12-31 06:15:29.901763
11745561,22229516,Entire home/apt,Brussel,Elsene,0,0.0,2,1.0,87.0,,50.817757,4.354286,2016-12-31 06:15:28.449977
216323,784223,Entire home/apt,Antwerpen,Antwerpen,11,5.0,4,2.0,102.0,,51.212436,4.450223,2016-12-31 06:15:28.447546
9091421,47403744,Entire home/apt,Brussel,Elsene,0,0.0,2,1.0,87.0,,50.818299,4.357579,2016-12-31 06:15:28.444403
5408630,28038171,Entire home/apt,Brussel,Brussel,1,0.0,2,1.0,97.0,,50.841386,4.377727,2016-12-31 06:15:28.441711
1908140,9902444,Entire home/apt,Brussel,Sint-Gillis,7,5.0,5,2.0,88.0,,50.832339,4.350045,2016-12-31 06:15:28.438250
7300291,4127345,Entire home/apt,Brussel,Brussel,0,0.0,2,1.0,85.0,,50.857436,4.348277,2016-12-31 06:15:28.436093
15075928,9863953,Entire home/apt,Brussel,Sint-Lambrechts-Woluwe,0,0.0,2,2.0,92.0,,50.856148,4.426205,2016-12-31 06:15:28.427934
13024966,49929662,Entire home/apt,Brussel,Sint-Joost-ten-Node,1,0.0,6,3.0,87.0,,50.857069,4.368368,2016-12-31 06:15:28.425500
11766895,57528465,Entire home/apt,Brussel,Brussel,0,0.0,3,1.0,87.0,,50.843027,4.35164,2016-12-31 06:15:28.419435
12100479,58964358,Entire home/apt,Brussel,Elsene,0,0.0,2,1.0,92.0,,50.837689,4.359755,2016-12-31 06:15:26.790650
96694,433586,Entire home/apt,Brussel,Sint-Gillis,15,4.5,4,1.0,92.0,,50.839077,4.335558,2016-12-31 06:15:26.786789
5486598,871030,Entire home/apt,Brussel,Brussel,3,4.0,4,1.0,95.0,,50.849656,4.35426,2016-12-31 06:15:26.784199
7739237,19427428,Entire home/apt,Brussel,Brussel,2,0.0,6,2.0,87.0,,50.851781,4.354686,2016-12-31 06:15:26.775468
11352234,9677811,Entire home/apt,Brussel,Brussel,0,0.0,2,1.0,92.0,,50.835359,4.35515,2016-12-31 06:15:26.769542
12247552,62437812,Entire home/apt,Antwerpen,Mortsel,4,3.0,4,1.0,96.0,,51.179164,4.43509,2016-12-31 06:15:26.763841
14855524,43247005,Entire home/apt,Antwerpen,Antwerpen,20,5.0,8,2.0,85.0,,51.217707,4.412038,2016-12-31 06:15:26.760911
5246144,27151122,Entire home/apt,Brussel,Brussel,37,4.5,5,1.0,102.0,,50.848351,4.351557,2016-12-31 06:15:26.758326
16471915,34517052,Entire home/apt,Brussel,Brussel,0,0.0,4,1.0,97.0,,50.839285,4.342022,2016-12-31 06:15:25.224051
13055701,19427428,Entire home/apt,Brussel,Brussel,9,4.5,6,2.0,87.0,,50.851761,4.356899,2016-12-31 06:15:25.218671
1184619,433586,Entire home/apt,Brussel,Sint-Gillis,63,4.5,6,1.0,97.0,,50.839165,4.335558,2016-12-31 06:15:25.214929
7708948,3726894,Entire home/apt,Halle-Vilvoorde,Wezembeek-Oppem,18,5.0,4,2.0,87.0,,50.836823,4.491173,2016-12-31 06:15:25.212233
12479292,32823597,Entire home/apt,Brussel,Brussel,45,4.5,2,1.0,87.0,,50.843229,4.354622,2016-12-31 06:15:25.210115
3966399,20556170,Entire home/apt,Brussel,Brussel,164,5.0,4,1.0,87.0,,50.847213,4.348505,2016-12-31 06:15:25.207942
9401790,7681426,Entire home/apt,Brussel,Brussel,9,5.0,4,1.0,97.0,,50.848002,4.362963,2016-12-31 06:15:25.201987
9083179,9626884,Entire home/apt,Brussel,Brussel,7,4.0,2,1.0,93.0,,50.846073,4.377894,2016-12-31 06:15:25.199209
3054023,6318577,Entire home/apt,Halle-Vilvoorde,Wezembeek-Oppem,8,5.0,6,2.0,97.0,,50.845356,4.49302,2016-12-31 06:15:25.194610
7704415,40470411,Entire home/apt,Brussel,Brussel,13,4.5,2,1.0,87.0,,50.848145,4.35214,2016-12-31 06:15:25.192195
10400354,53427337,Entire home/apt,Halle-Vilvoorde,Zaventem,5,5.0,2,1.0,92.0,,50.83732,4.521797,2016-12-31 06:15:25.189522
804907,3320281,Entire home/apt,Brussel,Elsene,12,5.0,4,2.0,85.0,,50.82759,4.37478,2016-12-31 06:15:23.727404
9773728,50390794,Entire home/apt,Brussel,Sint-Gillis,37,4.5,4,1.0,85.0,,50.838699,4.339335,2016-12-31 06:15:22.556282
13013123,871030,Entire home/apt,Brussel,Brussel,3,4.5,2,1.0,87.0,,50.848526,4.350015,2016-12-31 06:15:22.551125
13288562,4487210,Entire home/apt,Brussel,Elsene,6,4.5,6,2.0,97.0,,50.838462,4.365474,2016-12-31 06:15:22.532730
15291474,3490583,Entire home/apt,Brussel,Elsene,3,5.0,7,3.0,87.0,,50.832235,4.369266,2016-12-31 06:15:22.524846
13663327,79226751,Entire home/apt,Brussel,Brussel,1,0.0,6,2.0,95.0,,50.847329,4.352907,2016-12-31 06:15:21.392151
15934452,16751338,Entire home/apt,Halle-Vilvoorde,Wezembeek-Oppem,2,0.0,4,2.0,87.0,,50.845011,4.500968,2016-12-31 06:15:21.388184
7382144,5646550,Entire home/apt,Brussel,Brussel,37,5.0,4,1.0,97.0,,50.852937,4.346848,2016-12-31 06:15:21.370059
10605926,24388832,Entire home/apt,Brussel,Brussel,2,0.0,2,0.0,87.0,,50.855629,4.349032,2016-12-31 06:15:21.367592
15443859,19293722,Entire home/apt,Brussel,Brussel,5,4.5,2,1.0,87.0,,50.847997,4.381112,2016-12-31 06:15:21.363460
5899493,30640849,Entire home/apt,Brussel,Sint-Joost-ten-Node,31,4.0,7,3.0,103.0,,50.849832,4.369664,2016-12-31 06:15:20.424721
16161324,41161396,Entire home/apt,Brussel,Brussel,1,0.0,4,1.0,97.0,,50.853503,4.358123,2016-12-31 06:15:19.233814
15563204,70973026,Entire home/apt,Halle-Vilvoorde,Dilbeek,13,5.0,6,2.0,92.0,,50.843141,4.276215,2016-12-31 06:15:19.231120
15063674,95073827,Entire home/apt,Brussel,Brussel,1,0.0,2,1.0,85.0,,50.849423,4.383672,2016-12-31 06:15:19.228633
15291947,40470411,Entire home/apt,Brussel,Brussel,5,5.0,2,0.0,87.0,,50.847853,4.351991,2016-12-31 06:15:19.222523
8475667,44395308,Entire home/apt,Brussel,Brussel,2,0.0,2,1.0,97.0,,50.845689,4.379151,2016-12-31 06:15:19.219391
6724302,32823597,Entire home/apt,Brussel,Brussel,79,4.5,2,1.0,87.0,,50.840041,4.351423,2016-12-31 06:15:19.213457
7521050,5703841,Entire home/apt,Antwerpen,Antwerpen,2,0.0,3,2.0,98.0,,51.210278,4.39586,2016-12-31 06:15:19.200080
6519504,34093768,Entire home/apt,Antwerpen,Antwerpen,18,4.5,4,2.0,87.0,,51.221366,4.387658,2016-12-31 06:15:19.195193
10825801,23369766,Entire home/apt,Brussel,Elsene,26,5.0,2,1.0,97.0,,50.821001,4.357862,2016-12-31 06:15:17.759843
363155,1835458,Entire home/apt,Antwerpen,Antwerpen,10,5.0,2,1.0,87.0,,51.221186,4.419505,2016-12-31 06:15:17.753680
7125066,17240017,Entire home/apt,Brussel,Elsene,14,4.0,4,1.0,87.0,,50.837092,4.366659,2016-12-31 06:15:17.749275
13663331,79226751,Entire home/apt,Brussel,Brussel,4,4.5,6,1.0,95.0,,50.847686,4.353291,2016-12-31 06:15:16.403417
402016,2006579,Entire home/apt,Brussel,Sint-Jans-Molenbeek,167,5.0,6,2.0,92.0,,50.851295,4.340421,2016-12-31 06:15:16.400626
13663324,79226751,Entire home/apt,Brussel,Brussel,5,4.5,6,1.0,103.0,,50.848691,4.350808,2016-12-31 06:15:16.394705
6176727,31643600,Entire home/apt,Brussel,Brussel,71,5.0,4,1.0,102.0,,50.84615,4.347449,2016-12-31 06:15:16.390603
12768961,69474499,Entire home/apt,Brussel,Sint-Gillis,38,5.0,6,2.0,92.0,,50.827891,4.34479,2016-12-31 06:15:16.379210
15963668,103307201,Entire home/apt,Brussel,Brussel,1,0.0,4,1.0,96.0,,50.850429,4.347978,2016-12-31 06:15:16.376633
12751138,21926085,Entire home/apt,Antwerpen,Antwerpen,11,4.5,2,1.0,102.0,,51.22071,4.407813,2016-12-31 06:15:16.373949
9544636,28814011,Entire home/apt,Halle-Vilvoorde,Meise,16,5.0,4,2.0,103.0,,50.971657,4.286824,2016-12-31 06:15:16.370841
2020573,7392788,Entire home/apt,Brussel,Brussel,9,4.5,6,1.0,96.0,,50.847408,4.37069,2016-12-31 06:15:16.365246
6500608,32146428,Entire home/apt,Brussel,Etterbeek,11,5.0,5,3.0,97.0,,50.833014,4.385252,2016-12-31 06:15:15.052793
14224781,86446817,Entire home/apt,Brussel,Etterbeek,3,5.0,4,2.0,84.0,,50.831071,4.393651,2016-12-31 06:15:15.038256
8895842,27151122,Entire home/apt,Brussel,Brussel,18,5.0,4,0.0,97.0,,50.846221,4.354346,2016-12-31 06:15:15.029252
11390454,13157573,Entire home/apt,Brussel,Elsene,2,0.0,2,1.0,97.0,,50.814398,4.388017,2016-12-31 06:15:13.713090
1901179,4417826,Entire home/apt,Antwerpen,Antwerpen,213,4.5,6,2.0,85.0,,51.219997,4.425032,2016-12-31 06:15:13.681014
16431850,10793850,Entire home/apt,Brussel,Brussel,0,0.0,2,2.0,94.0,,50.833133,4.342045,2016-12-31 06:15:13.677766
4055070,21029046,Entire home/apt,Antwerpen,Aartselaar,21,4.5,4,2.0,97.0,,51.142538,4.389561,2016-12-31 06:15:12.374896
16452616,4174277,Entire home/apt,Brussel,Brussel,0,0.0,5,2.0,87.0,,50.818089,4.364765,2016-12-31 06:15:12.345349
1237447,1764707,Entire home/apt,Brussel,Brussel,207,4.5,4,1.0,97.0,,50.84562,4.355058,2016-12-31 06:15:12.342729
8894988,27151122,Entire home/apt,Brussel,Brussel,31,4.5,4,0.0,97.0,,50.844334,4.356003,2016-12-31 06:15:11.534567
9590535,49281576,Entire home/apt,Brussel,Brussel,28,4.0,4,2.0,97.0,,50.844784,4.338785,2016-12-31 06:15:11.519334
8599666,39961455,Entire home/apt,Antwerpen,Antwerpen,65,4.5,5,2.0,87.0,,51.2135,4.405487,2016-12-31 06:15:11.502390
8765839,22945045,Entire home/apt,Brussel,Brussel,93,4.5,4,1.0,84.0,,50.849829,4.346891,2016-12-31 06:15:09.194304
4191003,8317466,Entire home/apt,Brussel,Brussel,110,4.5,6,3.0,96.0,,50.847783,4.356272,2016-12-31 06:15:09.163079
3962284,1928242,Entire home/apt,Brussel,Brussel,133,4.5,2,1.0,97.0,,50.848535,4.350086,2016-12-31 06:15:07.773144
5718822,23291403,Entire home/apt,Brussel,Brussel,120,5.0,4,1.0,92.0,,50.846355,4.358667,2016-12-31 06:15:06.188818
11737222,10092477,Entire home/apt,Brussel,Brussel,29,4.5,6,3.0,97.0,,50.848209,4.372332,2016-12-31 06:15:06.183159
3914812,9170812,Entire home/apt,Hasselt,Sint-Truiden,9,4.5,4,2.0,87.0,,50.767757,5.249451,2016-12-31 06:15:03.895993
